"id_registro","id_tipo_registro","numero_hombres","numero_mujeres","numero_ninos","numero_lgbt","numero_no_nacidos_mexico","identificador_autobus","id_albergue","id_usuario_captura","fecha_registro"
53,1,1,1,0,0,0,,7,6124202,2025-02-05 17:07:28.811
54,2,1,1,0,0,0,,7,6124202,2025-02-05 17:07:47.498
55,1,44,9,0,0,0,,8,6089336,2025-02-05 20:01:42.765
56,1,3,2,2,0,0,,8,6089336,2025-02-06 10:31:53.905
57,1,0,1,0,0,0,,7,6124202,2025-02-06 11:21:28.070
58,2,0,1,0,0,0,,7,6124202,2025-02-06 11:21:51.591
59,1,2,0,0,0,0,,8,6089336,2025-02-06 12:01:06.960
60,1,45,4,3,0,0,,2,6092647,2025-02-06 12:43:04.448
61,1,47,44,8,0,0,,2,6092647,2025-02-06 13:20:11.552
62,2,106,49,8,0,0,,2,6092647,2025-02-06 13:26:42.213
63,1,24,10,7,0,0,"2409",22,6079834,2025-02-06 16:59:02.201
64,1,1,0,0,0,0,"2409",22,6079834,2025-02-06 16:59:47.657
65,2,24,10,7,0,0,,22,6079834,2025-02-06 17:00:19.537
66,1,1,0,0,0,0,,7,6124202,2025-02-06 18:52:51.905
67,2,1,0,0,0,0,,7,6124202,2025-02-06 19:47:15.813
68,2,1,0,0,0,0,,7,6124202,2025-02-06 20:36:56.503
69,1,12,3,0,0,0,,2,6092647,2025-02-06 23:06:59.542
70,2,20,4,2,0,0,,2,6092647,2025-02-06 23:14:09.339
71,1,7,3,0,0,0,,2,6092647,2025-02-07 10:38:05.234
72,2,29,4,1,0,0,,2,6092647,2025-02-07 10:42:12.301
73,1,7,0,0,0,0,,7,6124202,2025-02-07 18:48:26.713
74,2,8,0,0,0,0,,7,6124202,2025-02-07 18:48:45.646
75,2,0,1,0,0,0,,2,6092647,2025-02-07 19:26:19.735
76,1,29,1,0,0,0,,2,6092647,2025-02-07 19:26:40.781
77,2,24,0,0,0,0,,2,6092647,2025-02-07 19:31:52.054
78,1,23,0,0,0,0,,2,6092647,2025-02-08 09:24:24.204
79,2,16,0,0,0,0,,2,6092647,2025-02-08 09:25:57.557
80,1,0,1,0,0,0,,23,6089234,2025-02-08 17:10:58.167
81,1,7,0,0,0,0,,7,6124202,2025-02-08 21:00:55.235
82,2,2,0,0,0,0,,7,6124202,2025-02-08 21:01:17.856
83,1,9,0,0,0,0,,2,6092647,2025-02-08 22:54:45.359
84,2,11,0,0,0,0,,2,6092647,2025-02-08 22:56:15.458
85,2,13,0,0,0,0,,2,6092647,2025-02-09 15:12:05.509
86,1,125,23,3,0,0,,7,6124202,2025-02-09 23:30:12.348
87,2,38,1,0,0,0,,7,6124202,2025-02-09 23:30:55.339
88,1,12,1,0,0,0,,2,6092647,2025-02-09 23:37:30.739
89,1,31,0,0,0,0,,2,6092647,2025-02-09 23:39:05.012
90,2,31,0,0,0,0,,2,6092647,2025-02-09 23:40:28.697
91,2,4,0,0,0,0,,7,6124202,2025-02-09 23:47:23.424
92,1,41,1,0,0,0,,22,6079834,2025-02-10 00:16:32.739
93,2,3,0,0,0,0,,22,6079834,2025-02-10 00:17:37.748
94,2,1,0,0,0,0,,22,6079834,2025-02-10 09:43:48.645
95,2,38,1,0,0,0,,22,6079834,2025-02-10 10:28:55.470
96,2,73,16,3,0,0,,7,6124202,2025-02-10 16:40:15.460
97,1,2,0,0,0,0,,7,6124202,2025-02-10 16:40:54.636
98,2,5,0,0,0,0,,7,6124202,2025-02-10 16:41:10.829
99,2,8,0,0,0,0,,2,6092647,2025-02-10 18:19:32.480
100,2,0,3,0,0,0,,2,6092647,2025-02-11 02:33:00.505
101,1,13,3,9,0,0,,2,6092647,2025-02-11 02:34:26.334
102,2,16,0,0,0,0,,2,6092647,2025-02-11 02:36:31.763
103,1,1,0,0,0,0,,5,6102783,2025-02-11 13:13:46.507
104,1,3,3,0,0,0,,5,6102783,2025-02-11 14:37:56.143
105,1,7,0,0,0,0,,7,6124202,2025-02-11 16:12:26.701
106,2,12,6,0,0,0,,7,6124202,2025-02-11 16:13:01.469
107,1,1,0,0,0,0,,5,6102783,2025-02-11 17:14:03.486
108,1,3,0,0,0,0,,2,6092647,2025-02-11 18:10:47.622
109,1,1,0,0,0,0,,2,6092647,2025-02-11 18:11:41.616
110,2,3,0,0,0,0,,2,6092647,2025-02-11 18:15:08.677
111,2,1,0,0,0,0,,2,6092647,2025-02-11 18:16:24.739
112,1,1,0,0,0,0,,5,6102783,2025-02-11 18:20:19.313
113,1,4,1,0,0,0,,7,6124202,2025-02-12 15:54:29.102
114,2,4,0,0,0,0,,7,6124202,2025-02-12 15:54:57.683
115,2,5,0,0,0,0,,7,6124202,2025-02-12 16:29:34.830
116,1,64,0,0,0,0,,2,6092647,2025-02-12 19:27:05.871
117,1,0,3,9,0,0,,2,6092647,2025-02-12 19:28:44.780
118,2,0,6,18,0,0,,2,6092647,2025-02-12 21:54:19.583
119,2,3,0,0,0,0,,2,6092647,2025-02-12 21:56:22.964
120,2,21,0,0,0,0,,2,6092647,2025-02-12 21:59:43.495
121,1,3,0,0,0,0,,2,6092647,2025-02-12 22:00:31.084
122,2,30,0,0,0,0,,2,6092647,2025-02-12 22:01:14.598
123,1,28,0,0,0,0,,2,6092647,2025-02-12 22:02:10.014
124,2,2,0,0,0,0,,2,6092647,2025-02-12 22:03:20.575
125,1,1,0,0,0,0,,22,6079834,2025-02-13 16:26:05.943
126,1,1,1,0,0,0,,7,6124202,2025-02-13 16:57:28.559
127,2,2,2,0,0,0,,7,6124202,2025-02-13 16:57:57.317
128,1,0,1,0,0,0,,2,6092647,2025-02-13 21:39:13.979
129,1,17,0,0,0,0,,2,6092647,2025-02-13 21:52:34.577
130,2,15,0,0,0,0,,2,6092647,2025-02-13 21:56:03.306
131,2,0,1,0,0,0,,2,6092647,2025-02-13 21:56:58.294
132,1,14,0,0,0,0,,2,6092647,2025-02-13 22:00:11.289
133,2,25,0,0,0,0,,2,6092647,2025-02-13 22:01:27.373
134,1,0,1,0,0,0,,2,6092647,2025-02-13 22:02:33.006
135,1,9,0,0,0,0,,2,6092647,2025-02-13 22:07:25.787
136,2,17,0,0,0,0,,2,6092647,2025-02-13 22:10:31.727
137,1,2,0,0,0,0,,22,6079834,2025-02-14 15:05:06.983
138,2,1,0,0,0,0,,22,6079834,2025-02-14 15:05:44.757
139,1,6,0,0,0,0,,7,6124202,2025-02-14 17:32:53.250
140,2,5,0,0,0,0,,7,6124202,2025-02-14 17:33:19.498
141,2,1,0,0,0,0,,22,6079834,2025-02-14 18:52:31.682
142,1,0,0,0,1,0,,2,6092647,2025-02-14 18:54:46.504
143,1,21,0,0,0,0,,2,6092647,2025-02-14 19:01:53.321
144,2,17,0,0,0,0,,2,6092647,2025-02-14 19:03:28.241
145,1,20,0,0,0,0,,2,6092647,2025-02-14 19:45:01.637
146,2,12,0,0,0,0,,2,6092647,2025-02-14 19:46:52.237
147,1,7,1,0,0,0,,22,6079834,2025-02-15 12:43:00.131
148,2,2,0,0,0,0,,22,6079834,2025-02-15 17:01:02.279
149,1,11,0,0,0,0,,7,6124202,2025-02-15 17:25:14.483
150,2,11,0,0,0,0,,7,6124202,2025-02-15 17:25:29.840
151,2,0,1,0,1,0,,2,6092647,2025-02-15 20:18:25.913
152,1,38,0,0,0,0,,2,6092647,2025-02-15 20:21:41.061
153,2,28,0,0,0,0,,2,6092647,2025-02-15 20:22:56.755
154,2,23,0,0,0,0,,2,6092647,2025-02-15 20:24:00.190
155,2,4,0,0,0,0,,2,6092647,2025-02-15 20:26:08.008
156,1,1,1,0,0,0,,22,6079834,2025-02-16 10:55:47.953
157,2,3,1,0,0,0,,22,6079834,2025-02-16 13:00:53.081
158,2,2,0,0,0,0,,7,6124202,2025-02-16 13:44:18.649
159,1,2,0,0,0,0,,2,6092647,2025-02-16 13:55:35.850
160,2,4,0,0,0,0,,2,6092647,2025-02-16 13:58:21.002
161,2,3,0,0,0,0,,2,6092647,2025-02-16 14:02:24.955
162,2,15,0,0,0,0,,2,6092647,2025-02-16 17:17:10.798
163,2,1,0,0,0,0,,2,6092647,2025-02-16 21:28:21.516
164,2,0,1,0,0,0,,22,6079834,2025-02-17 11:18:31.147
165,1,1,0,0,0,0,,22,6079834,2025-02-17 13:17:54.394
166,1,35,4,4,0,0,,8,6102783,2025-02-17 13:52:10.375
167,2,43,15,2,0,0,,8,6102783,2025-02-17 13:56:30.303
168,2,43,4,2,0,0,,8,6102783,2025-02-17 13:59:26.256
169,2,1,0,0,0,0,,22,6079834,2025-02-17 14:12:56.474
170,1,1,0,0,0,0,,22,6079834,2025-02-17 14:13:09.152
171,2,2,0,0,0,0,,22,6079834,2025-02-17 14:13:29.089
172,1,3,0,0,0,0,,7,6124202,2025-02-17 17:34:14.105
173,2,1,0,0,0,0,,7,6124202,2025-02-17 17:34:30.121
174,1,5,0,0,0,0,,2,6092647,2025-02-17 21:06:12.664
175,2,6,0,0,0,0,,2,6092647,2025-02-17 21:06:50.158
176,2,1,0,0,0,0,,7,6124202,2025-02-18 11:40:14.463
177,2,3,0,0,0,0,,22,6079834,2025-02-18 12:57:22.633
178,1,6,0,0,0,0,,7,6124202,2025-02-18 12:59:01.652
179,2,5,0,0,0,0,,7,6124202,2025-02-18 16:36:58.375
180,1,2,0,0,0,0,,22,6079834,2025-02-18 16:41:02.622
181,2,2,0,0,0,0,,22,6079834,2025-02-18 17:59:04.433
182,2,2,0,0,0,0,,7,6124202,2025-02-18 18:18:14.383
183,1,2,0,0,0,0,,2,6092647,2025-02-18 20:37:59.594
184,2,2,0,0,0,0,,2,6092647,2025-02-18 20:38:54.032
185,1,3,1,0,0,0,,7,6124202,2025-02-19 17:14:30.146
186,2,0,1,0,0,0,,7,6124202,2025-02-19 17:14:47.244
187,1,0,1,0,0,0,,7,6124202,2025-02-19 17:15:29.235
188,2,3,0,0,0,0,,7,6124202,2025-02-19 17:16:21.749
189,1,1,0,0,0,0,,22,6079834,2025-02-19 17:45:50.382
190,1,32,0,0,0,0,,2,6092647,2025-02-19 17:50:10.666
191,1,18,0,0,0,0,,2,6092647,2025-02-19 17:50:52.241
192,2,26,0,0,0,0,,2,6092647,2025-02-19 17:52:25.591
193,1,25,0,0,0,0,,2,6092647,2025-02-19 19:49:55.202
194,1,0,2,0,0,0,,2,6092647,2025-02-19 19:50:39.172
195,1,2,0,0,0,0,,2,6092647,2025-02-20 02:04:33.610
196,2,0,1,0,0,0,,2,6092647,2025-02-20 02:05:13.616
197,2,39,0,0,0,0,,2,6092647,2025-02-20 02:06:20.273
198,1,8,0,0,0,0,,2,6092647,2025-02-20 10:37:41.378
199,1,4,0,0,0,0,,22,6079834,2025-02-20 16:40:54.478
200,1,1,0,0,0,0,,22,6079834,2025-02-20 17:37:48.095
201,2,1,0,0,0,0,,22,6079834,2025-02-20 18:44:04.665
202,1,7,1,0,0,0,,12,6096343,2025-02-20 20:33:04.008
203,2,0,1,0,0,0,,2,6092647,2025-02-20 22:23:37.903
204,1,31,0,0,0,0,,2,6092647,2025-02-20 22:24:21.120
205,2,30,0,0,0,0,,2,6092647,2025-02-20 22:25:02.050
206,1,2,1,0,0,0,,7,6124202,2025-02-21 08:12:08.427
207,2,2,2,0,0,0,,7,6124202,2025-02-21 08:12:37.563
208,1,2,0,0,0,0,,12,6096343,2025-02-21 10:41:28.094
209,1,3,0,0,0,0,,22,6079834,2025-02-21 11:33:29.279
210,2,4,0,0,0,0,,22,6079834,2025-02-21 12:04:41.182
211,2,2,0,0,0,0,,22,6079834,2025-02-21 13:05:30.272
212,1,5,0,0,0,0,,5,6081229,2025-02-21 13:36:27.598
213,2,9,0,0,0,0,,5,6081229,2025-02-21 13:37:02.664
214,2,0,3,0,0,0,,5,6081229,2025-02-21 13:37:23.246
215,1,3,0,0,0,0,,5,6081229,2025-02-21 13:37:34.886
216,2,1,0,0,0,0,,22,6079834,2025-02-21 13:52:00.199
217,1,2,1,0,0,0,,12,6096343,2025-02-21 14:23:18.047
218,1,2,0,0,0,0,,22,6079834,2025-02-21 16:48:06.155
219,1,1,0,0,0,0,,22,6079834,2025-02-21 17:35:22.495
220,2,3,0,0,0,0,,22,6079834,2025-02-21 18:02:55.209
221,1,5,0,0,0,0,,2,6092647,2025-02-21 18:24:15.934
222,1,33,0,0,0,0,,2,6092647,2025-02-21 18:45:20.919
223,2,13,0,0,0,0,,2,6092647,2025-02-21 18:47:40.361
224,2,20,0,0,0,0,,2,6092647,2025-02-21 18:49:10.555
225,2,4,0,0,0,0,,5,6081229,2025-02-21 19:56:53.647
226,1,19,1,0,0,0,,7,6124202,2025-02-21 20:59:50.314
227,2,14,1,0,0,0,,7,6124202,2025-02-21 21:00:59.143
228,1,14,2,0,0,0,,12,6096343,2025-02-21 21:23:52.638
229,2,1,0,0,0,0,,22,6079834,2025-02-21 21:24:20.283
230,1,1,0,0,0,0,,5,6081229,2025-02-21 21:32:10.095
231,1,26,0,0,0,0,,12,6096343,2025-02-21 22:29:21.444
232,1,4,0,0,0,0,,2,6092647,2025-02-21 23:30:23.403
233,2,8,0,0,0,0,,2,6092647,2025-02-21 23:30:50.162
234,1,1,0,0,0,0,,22,6079834,2025-02-22 08:25:55.972
235,1,4,0,0,0,0,,12,6096343,2025-02-22 10:17:00.384
236,1,15,0,0,0,0,,2,6092647,2025-02-22 10:54:53.159
237,2,8,0,0,0,0,,2,6092647,2025-02-22 10:55:27.147
238,2,4,0,0,0,0,,7,6124202,2025-02-22 11:39:56.853
239,1,1,0,0,0,0,,12,6096343,2025-02-22 11:58:30.234
240,2,1,0,0,0,0,,22,6079834,2025-02-22 15:28:09.319
241,1,1,0,0,0,0,,12,6096343,2025-02-22 17:14:34.885
242,1,1,0,0,0,0,,7,6124202,2025-02-22 18:51:29.431
243,1,10,0,0,0,0,,2,6092647,2025-02-22 21:57:08.751
244,2,18,0,0,0,0,,2,6092647,2025-02-22 21:57:44.073
245,2,7,0,0,0,0,,2,6092647,2025-02-22 21:58:20.060
246,2,2,0,0,0,0,,5,6081229,2025-02-23 08:09:30.240
247,1,0,1,1,0,0,,22,6079834,2025-02-23 10:33:41.218
248,1,1,0,0,0,0,,22,6079834,2025-02-23 10:33:55.728
249,1,5,1,0,0,0,,22,6079834,2025-02-23 14:42:16.132
250,1,1,0,0,0,0,,22,6079834,2025-02-23 15:35:17.103
251,2,1,0,0,0,0,,22,6079834,2025-02-23 16:15:07.160
252,2,0,1,0,0,0,,22,6079834,2025-02-23 16:55:28.284
253,2,1,0,0,0,0,,22,6079834,2025-02-23 16:58:47.624
254,2,2,0,0,0,0,,22,6079834,2025-02-23 17:15:46.906
255,1,22,0,0,0,0,,2,6092647,2025-02-23 17:54:47.998
256,2,21,0,0,0,0,,2,6092647,2025-02-23 17:56:20.942
257,2,3,0,0,0,0,,2,6092647,2025-02-23 21:18:54.166
258,1,8,0,0,0,0,,2,6092647,2025-02-24 09:42:29.509
259,2,4,0,0,0,0,,2,6092647,2025-02-24 09:42:56.608
260,1,1,0,0,0,0,,22,6079834,2025-02-24 10:26:54.943
261,1,1,0,0,0,0,,7,6124202,2025-02-24 11:19:52.090
262,1,0,1,0,0,0,,7,6124202,2025-02-24 11:20:11.231
263,2,1,1,0,0,0,,7,6124202,2025-02-24 11:20:42.251
264,2,1,0,0,0,0,,22,6079834,2025-02-24 11:52:37.869
265,1,1,0,0,0,0,,22,6079834,2025-02-24 13:30:58.481
266,2,1,0,0,0,0,,22,6079834,2025-02-24 14:58:43.245
267,2,2,0,0,0,0,,22,6079834,2025-02-24 17:10:06.941
268,2,9,0,0,0,0,,2,6092647,2025-02-24 17:53:10.818
269,1,7,0,0,0,0,,2,6092647,2025-02-24 23:50:01.383
270,1,12,0,0,0,0,,2,6092647,2025-02-24 23:50:29.175
271,2,24,0,0,0,0,,2,6092647,2025-02-24 23:51:09.113
272,1,7,1,0,0,0,,12,6096343,2025-02-25 10:44:17.285
273,2,1,1,1,0,0,,22,6079834,2025-02-25 15:21:58.780
274,1,33,0,0,0,0,,12,6096343,2025-02-25 19:32:14.605
275,1,0,1,2,0,0,,2,6092647,2025-02-25 19:45:00.982
276,1,2,0,0,0,0,,2,6092647,2025-02-25 19:45:38.429
277,1,17,2,0,0,0,,12,6096343,2025-02-25 21:39:57.514
278,1,38,0,0,0,0,,2,6092647,2025-02-25 23:25:25.859
279,1,1,0,0,0,0,,2,6092647,2025-02-25 23:25:52.339
280,2,1,0,0,0,0,,2,6092647,2025-02-25 23:26:32.905
281,1,1,0,0,0,0,,7,6124202,2025-02-26 08:20:44.267
282,2,1,0,0,0,0,,7,6124202,2025-02-26 08:21:00.532
283,1,4,0,0,0,0,,2,6092647,2025-02-26 10:05:08.425
284,2,2,0,0,0,0,,2,6092647,2025-02-26 10:06:03.370
285,1,0,1,0,0,0,,22,6079834,2025-02-26 10:21:32.217
286,1,2,1,0,0,0,,5,6081229,2025-02-26 13:36:20.006
287,2,0,1,0,0,0,,22,6079834,2025-02-26 13:45:26.217
288,2,2,1,0,0,0,,5,6081229,2025-02-26 18:43:23.360
289,1,1,0,0,0,0,,5,6081229,2025-02-26 18:43:38.306
290,1,8,0,0,0,0,,7,6124202,2025-02-26 19:43:43.701
291,2,8,0,0,0,0,,7,6124202,2025-02-26 19:44:01.417
292,1,12,0,0,0,0,,2,6092647,2025-02-26 22:31:10.364
293,2,32,0,0,0,0,,2,6092647,2025-02-26 22:31:55.530
294,1,8,0,0,0,0,,2,6092647,2025-02-27 07:29:31.248
295,1,0,1,2,0,0,,2,6092647,2025-02-27 07:29:50.058
296,2,0,2,4,0,0,,2,6092647,2025-02-27 07:30:12.853
297,2,12,0,0,0,0,,2,6092647,2025-02-27 07:30:42.405
298,1,2,1,1,0,0,,22,6079834,2025-02-27 11:53:32.310
299,1,1,0,0,0,0,,22,6079834,2025-02-27 12:35:49.683
300,2,1,0,0,0,0,,22,6079834,2025-02-27 12:43:52.114
301,2,1,0,0,0,0,,22,6079834,2025-02-27 14:32:19.462
302,1,1,1,0,0,0,,7,6124202,2025-02-27 19:42:59.676
303,2,1,1,0,0,0,,7,6124202,2025-02-27 19:43:23.161
304,1,15,0,0,0,0,,2,6092647,2025-02-27 23:14:30.066
305,2,21,0,0,0,0,,2,6092647,2025-02-27 23:14:55.673
306,1,1,0,0,0,0,,22,6079834,2025-02-28 09:37:15.425
307,1,6,0,0,0,0,,2,6092647,2025-02-28 10:03:30.451
308,2,2,0,0,0,0,,2,6092647,2025-02-28 10:04:34.953
309,1,5,0,0,0,0,,12,6096343,2025-02-28 10:16:03.279
310,2,1,0,0,0,0,,22,6079834,2025-02-28 12:16:27.813
311,1,1,0,0,0,0,,7,6124202,2025-02-28 13:57:29.207
312,1,3,2,1,0,0,,22,6079834,2025-02-28 14:16:20.036
313,1,0,1,0,0,0,,22,6079834,2025-02-28 15:33:37.839
314,2,1,0,0,0,0,,22,6079834,2025-02-28 16:02:00.773
315,2,1,0,0,0,0,,22,6079834,2025-02-28 16:32:31.022
316,1,41,0,0,0,0,,2,6092647,2025-02-28 19:27:57.664
317,2,34,0,0,0,0,,2,6092647,2025-02-28 19:28:33.348
318,1,2,1,0,0,0,,7,6124202,2025-02-28 20:32:38.481
319,2,2,1,0,0,0,,7,6124202,2025-02-28 20:33:08.220
320,1,9,0,0,0,0,,2,6092647,2025-02-28 21:20:15.369
321,2,21,0,0,0,0,,2,6092647,2025-02-28 21:21:18.939
322,1,25,2,0,0,0,,12,6096343,2025-02-28 21:33:52.934
323,2,2,1,1,0,0,,22,6079834,2025-02-28 22:13:34.442
324,2,0,1,0,0,0,,22,6079834,2025-03-01 07:19:42.679
325,2,0,1,0,0,0,,22,6079834,2025-03-01 07:23:23.828
326,1,1,0,0,0,0,,22,6079834,2025-03-01 07:23:43.030
327,1,17,0,0,0,0,,2,6092647,2025-03-01 09:40:10.723
328,2,11,0,0,0,0,,2,6092647,2025-03-01 09:40:36.859
329,1,1,0,0,0,0,,22,6079834,2025-03-01 11:33:50.518
330,1,12,0,0,0,0,,12,6096343,2025-03-01 12:15:23.020
331,1,1,0,0,0,0,,22,6079834,2025-03-01 12:39:27.789
332,2,1,0,0,0,0,,22,6079834,2025-03-01 12:40:01.713
333,2,1,0,0,0,0,,7,6124202,2025-03-01 12:40:25.110
334,2,1,0,0,0,0,,22,6079834,2025-03-01 14:48:08.496
335,2,1,0,0,0,0,,22,6079834,2025-03-01 16:36:50.072
336,1,12,0,0,0,0,,2,6092647,2025-03-01 17:38:32.846
337,2,12,0,0,0,0,,2,6092647,2025-03-01 17:39:09.248
338,2,0,1,1,0,0,,22,6079834,2025-03-02 08:10:43.487
339,1,5,0,0,0,0,,2,6092647,2025-03-02 10:33:05.307
340,2,11,0,0,0,0,,2,6092647,2025-03-02 10:33:29.301
341,1,1,0,0,0,0,,22,6079834,2025-03-02 10:39:23.668
342,2,1,0,0,0,0,,7,6124202,2025-03-02 12:27:52.985
343,1,0,3,0,0,0,,22,6079834,2025-03-02 16:21:41.833
344,2,1,0,0,0,0,,7,6124202,2025-03-02 18:01:51.038
345,2,1,0,0,0,0,,22,6079834,2025-03-03 07:10:53.469
346,1,4,0,0,0,0,,2,6092647,2025-03-03 08:55:20.839
347,2,2,0,0,0,0,,2,6092647,2025-03-03 08:56:25.032
348,1,1,0,0,0,0,,12,6096343,2025-03-03 10:11:17.742
349,1,2,1,0,0,0,,22,6079834,2025-03-03 10:12:59.879
350,2,0,3,0,0,0,,22,6079834,2025-03-03 10:49:12.489
351,1,9,3,3,0,0,,5,6081229,2025-03-03 11:16:29.325
352,2,10,3,3,0,0,,5,6081229,2025-03-03 11:16:56.699
353,2,2,0,0,0,0,,22,6079834,2025-03-03 11:46:04.014
354,2,0,1,0,0,0,,22,6079834,2025-03-03 11:54:06.566
355,1,19,0,0,0,0,,7,6124202,2025-03-03 12:41:04.603
356,2,19,0,0,0,0,,7,6124202,2025-03-03 12:41:19.042
357,1,1,0,0,0,0,,22,6079834,2025-03-03 13:29:37.382
358,2,1,0,0,0,0,,22,6079834,2025-03-03 14:47:28.564
359,1,2,0,0,0,0,,12,6096343,2025-03-03 15:13:15.196
360,1,4,1,0,0,0,,2,6092647,2025-03-03 19:28:49.537
361,2,16,0,0,0,0,,2,6092647,2025-03-03 19:29:27.818
362,1,2,0,0,0,0,,7,6124202,2025-03-03 20:35:13.074
363,2,2,0,0,0,0,,7,6124202,2025-03-03 20:35:30.905
364,1,16,3,0,0,0,,12,6096343,2025-03-03 21:18:33.662
365,1,4,0,0,0,0,,2,6092647,2025-03-03 23:47:04.934
366,2,4,0,0,0,0,,2,6092647,2025-03-03 23:47:38.369
367,1,6,0,0,0,0,,22,6079834,2025-03-04 11:09:39.436
368,2,1,0,0,0,0,,22,6079834,2025-03-04 12:01:42.218
369,2,2,0,0,0,0,,22,6079834,2025-03-04 14:24:45.150
370,1,1,0,0,0,0,,22,6079834,2025-03-04 16:03:22.172
371,1,9,0,0,0,0,,2,6092647,2025-03-04 21:16:13.650
372,2,7,1,0,0,0,,2,6092647,2025-03-04 21:17:02.473
373,2,1,0,0,0,0,,22,6079834,2025-03-04 22:31:04.860
374,1,0,9,4,0,0,,2,6092647,2025-03-05 06:52:02.457
375,1,0,0,1,0,0,,2,6092647,2025-03-05 06:53:03.149
376,1,78,0,0,0,0,,2,6092647,2025-03-05 06:54:23.182
377,2,0,7,5,0,0,,2,6092647,2025-03-05 06:55:37.510
378,2,15,0,0,0,0,,2,6092647,2025-03-05 06:56:15.481
379,2,1,0,0,0,0,,22,6079834,2025-03-05 16:30:50.972
380,1,17,0,0,0,0,,2,6092647,2025-03-06 02:39:57.152
381,1,9,0,0,0,0,,2,6092647,2025-03-06 02:40:17.851
382,2,0,1,0,0,0,,2,6092647,2025-03-06 02:41:04.480
383,2,65,0,0,0,0,,2,6092647,2025-03-06 02:42:52.205
384,2,1,0,0,0,0,,2,6092647,2025-03-06 02:43:41.468
385,1,3,0,0,0,0,,2,6092647,2025-03-06 02:46:24.302
386,2,2,0,0,0,0,,22,6079834,2025-03-06 08:36:54.045
387,1,1,0,0,0,0,,2,6092647,2025-03-06 09:45:51.972
